record_id	phytoplasma	host_group	host_family	host_species	country	reference_id	full_reference
2485	16SrI J	plant	Solanaceae	Capsicum annuum	India	Khan & Raj 2006	Khan, M.S., Raj, S.K. 2006. First report of molecular detection of an Aster yellows phytoplasma (‘Candidatus Phytoplasma asteris’) isolate infecting chilli (Capsicum annuum) in India. Plant Pathology, 55(6): 822
2486	16SrXIV A	plant	Rutaceae	Citrus aurantifolia	India	Ghosh et al 2017	Ghosh, D.K., Bhose, S., Sharma, P., Warghane, A., Motghare, M., Ladaniya, M.S., Reddy, M.K., Thorat, V., Yadav, A. 2017. First report of a 16SrXIV group phytoplasma associated with witches' broom disease of acid lime (Citrus aurantifolia) in India. Plant Disease, 101(5): 831
2487	16SrVI D	plant	Asteraceae	Lactuca sativa	India	Gopala et al 2016	Gopala, K.E., Rao, A., Priya, M., Rao, G.P. 2016. Detection and molucular identification of clover proliferation phytoplasma group (16SrVI) associated with vegetables crops in Delhi, India. In: Delhi Chapter Meeting & National Symposium on Phytopathogenic Mollicutes: Indian scenario of diagnosis, epidemiology and disease management. P. 29, December 17, IARI, New Delhi, India
2488	16SrI B	plant	Asteraceae	Parthenium hysterophorus	India	Raj et al 2008	Raj, S.K., Khan, M.S., Snehi, S.K., Kumar, S., Mall, S., Rao, G.P. 2008. First finding of ‘Candidatus Phytoplasmaasteris’ (16SrI) from Parthenium hysterophorus L. showing symptoms of virescence and witches broom in India. Australasian Plant Disease Note, 3: 44-45
2489	16SrII D	plant	Asteraceae	Parthenium hysterophorus	India	Thorat et al 2016a	Thorat, V., Bhale, U., Sawant, V., More, V., Jadhav, P., Mane, S.S., Nandanwar, R.S., Tripathi, S., Yadav, A. 2016a. Alternative weed hosts harbors 16SrII group phytoplasmas associated with little leaf and witches' broom diseases of various crops in India. Phytopathogenic Mollicutes, 6(1): 50-55
2490	16SrII	plant	Asteraceae	Parthenium hysterophorus	India	Naik et al 2015	Naik, D.V.K., Reddy, B.V.B., Rani, S., Prasanthi, L.R., Sarada, J., Shareef, S.M., Giridhara, K.T. 2015. Association of a 16SrII 'Candidatus Phytoplasma aurantifolia' isolate with bud proliferation disease of Lablab purpureus (lablab bean) in India. New Disease Reports, 36: 31
2491	16SrII A	plant	Pedaliaceae	Sesamum indicum	India	Singh et al 2016	Singh, V., Kumar, S., Bharat Reddy, N.S., Naik, M.K., Venkatraman, B.K.V., Lakhanpaul, S. 2016. Devastation of sesame (Sesamum indicum L.) crops in different agroclimatic zones of India by genetically diverse subgroups of phytoplasma. Crop Protection, 86: 24-30
2492	16SrII C	plant	Pedaliaceae	Sesamum indicum	India	Madhupriya et al 2015a	Madhupriya, Rao, G.P., Kumar, A., Baranwal, V.K. 2015a. Classification of sesame phytoplasma strain in India at 16Sr subgroup level. Journal of Plant Pathology, 3: 523-528
2493	16SrII D	plant	Pedaliaceae	Sesamum indicum	India	Thorat et al 2016a	Thorat, V., Bhale, U., Sawant, V., More, V., Jadhav, P., Mane, S.S., Nandanwar, R.S., Tripathi, S., Yadav, A. 2016a. Alternative weed hosts harbors 16SrII group phytoplasmas associated with little leaf and witches' broom diseases of various crops in India. Phytopathogenic Mollicutes, 6(1): 50-55
2494	16SrI	plant	Solanaceae	Solanum melongena	India	unpublished	unpublished
2495	16SrII B	plant	Amaranthaceae	Beta vulgaris	India	Thilagavathi et al 2011	Thilagavathi, R., Ramjegathesh, R., Rajendran, L., Sivakumar, S., Karthikeyyan, G., Nakkeeran, S., Rabindran, R., Samiyappan, R. 2011. First report of little leaf disease associated with phytoplasma on sugar beet (Beta vulgaris L. subsp. Vulgaris var. altissima Doll) in India. Journal of general Plant Pathology, 77: 139-141
2496	16SrXI F	plant	Poaceae	Saccharum hybrids	India	Yadav et al 2017	Yadav, A., Thorat, V., Deokule, S., Shouche, Y., Prasad, D.T. 2017. New subgroup 16SrXI-F phytoplasma strain associated with sugarcane grassy shoot (SCGS) disease in India. Journal of Systematics & Evolutionary Microbiology, 67(2): 374-378
2497	16SrI B	plant	Poaceae	Saccharum hybrids	India	Kumar et al 2015a	Kumar, M., Tiwari, A.K., Holkar, S., Dattamajumber, S.K., Rao, G.P. 2015a. Characterization of a 16SrI-B group phytoplasma associated with sugacane leaf yellows disease in India. Sugar Tech, 17: 156-161
2498	16SrXI B	plant	Poaceae	Saccharum hybrids	India	Rao et al 2014	Rao, G.P., Madhupriya, Tiwari, A.K., Kumar, S., Baranwal, V.K. 2014. Identification of sugarcane grassy shoot-associated phytoplasma and one of its putative vectors in India. Phytoparasitica, 42: 349-354
2499	16SrXIV	plant	Poaceae	Saccharum hybrids	India	unpublished	unpublished
2500	16SrXII A	plant	Poaceae	Saccharum hybrids	India	Gaur et al 2008	Gaur, R.K., Raizada, R., Rao, G.P. 2008. Sugarcane yellow leaf phytoplasma associated for the first time with sugarcane yellow leaf syndrome in India. Plant Pathology, 57: 772
2501	16SrXXIV A	plant	Asteraceae	Stevia rebaudiana	India	Samad et al 2011a	Samad, A., Dharni, S., Singh, M., Yadav, S., Khan, A., Shukla, A.K. 2011a. First report of a natural infection of Stevia rebaudiana by a group 16SrXXIV phytoplasma in India. Plant Disease, 95: 1582
2502	16SrI B	plant	Poaceae	Oryza sativa	India	Valarmathi et al 2013	Valarmathi, P., Rabindra, R., Velazhan, R., Suresh, S., Robin, S. 2013. First report of rice orange leaf disease phytoplasma (16SrI) in rice (Oryza sativa) in India. Australasian Plant Disease Notes, 8: 141-143
2503	16SrI	plant	Poaceae	Pennisetum glaucum	India	Kumar et al 2010b	Kumar, S., Singh, V., Lakhanpaul, S. 2010b. First report of ‘Candidatus Phytoplasma asteris’ associated with green ear disease of bajra (pearl millet) in India. New Disease Reports, 22: 27
2504	16SrXI B	plant	Poaceae	Triticum vulgare	India	Rao et al 2017a	Rao, G.P., Prakasha, T.L., Madhupriya, Thorat, V., Kumar, M., Baranwal, V.K., Mishra, A.N., Yadav, A. 2017a. First report of association of 'Candidatus Phytoplasma cynodontis' (16SrXI-B sub group) with streak, yellowing, and stunting disease in durum and bread wheat genotypes from central India. Plant Disease, 101(7): 1314
2505	16SrI	plant	Poaceae	Zea mays	India	Rao et al 2017b	Rao, G.P., Kumar, M., Madhupriya, Singh, A.K. 2017b. First report of association of 'Candidatus Phytoplasma asteris' (16SrI-B subgroup) associated with maize leaf redness disease in India. Phytopathogenic Mollicutes, 7(1): 52-56
2506	16SrXI D	plant	Sapindaceae	Litchi chinensis	India	Rao et al 2017c	Rao, G.P., Tiwari, A.K., Madhupriya, Dubey, D. 2017c. Idebtification and characterization of two phytoplasma subgroup (16SrXI-D and 16SrXIV-A) associated with lychee (Litchi chinensis Sonn) in India. Journal of Plant Disease and Protection, 124(3): 235-239
2507	16SrXIV A	plant	Sapindaceae	Litchi chinensis	India	Rao et al 2017c	Rao, G.P., Tiwari, A.K., Madhupriya, Dubey, D. 2017c. Idebtification and characterization of two phytoplasma subgroup (16SrXI-D and 16SrXIV-A) associated with lychee (Litchi chinensis Sonn) in India. Journal of Plant Disease and Protection, 124(3): 235-239
2508	16SrI	plant	Anacardiaceae	Mangifera indica	India	unpublished	unpublished
2509	16SrI A	plant	Rosaceae	Prunus persicae	India	Singh et al 2014	Singh, J., Rani, A., Kumar, P., Baranwal, V.K., Saroj, P.L., Sirohi, A., Pandey, A.N., Schenck, P.M. 2014. New host record of a ‘Candidatus Phytoplasma asteris’-related strain infecting peach in India. Australasian Plant Disease Notes, 9: 125
2510	16SrII	plant	Rosaceae	Prunus persicae	India	unpublished	unpublished
2511	16SrV	plant	Rosaceae	Prunus persicae	India	unpublished	unpublished
2512	16SrI B	plant	Rosaceae	Prunus communis	India	Kumar et al 2014	Kumar, S., Sharma, P., Sharma, S., Rao, G.P. 2014. Mixed infection and natural spread of ‘Candidatus Phytoplasma asteris’ and Mungbean yellow mosaic india virus affecting soya bean crop in India. Journal of Phytopathology, 163: 395–406
2513	16SrV	plant	Rhamnaceae	Ziziphus nummularia	India	Khan et al 2008b	Khan, M.S., Raj, S.K., Snehi, S.K. 2008b. Natural occurrence of ‘Candidatus Phytoplasma ziziphi’ isolates in two species of jujube trees (Ziziphus spp.) in India. Plant Pathology, 57: 1173
2514	16SrV	plant	Rhamnaceae	Ziziphus oenoplia	India	Yadav et al 2014	Yadav, A., Bhale, U., Thorat, V., Shouche, Y. 2014. First report of new subgroup 16SrII-M ‘Candidatus Phytoplasma aurantifolia’ associated with witches’ broom disease of Tephrosia purpurea in India. Plant Disease, 98(7): 990
2515	16SrI	plant	Malvaceae	Abelmoschus esculentus	India	Kumar et al 2012a	Kumar, S., Singh, V., Lakhanpaul, S. 2012a. Molecular characterization and phylogeny of phytoplasma associated with bunchy top disease in its new host Okra Abelmoschus esculentus) in India reveal a novel lineage within the 16SrI group. European Journal of Plant Pathology, 133: 371–378
2516	16SrXI	plant	Amaryllidaceae	Allium cepa	India	Goel et al 2017	Goel, S., Priya, M., Thorat, V., Yadav, A., Rao, G.P. 2017. Identification and characterization of 16SrIX and 16SrXI groups of phytoplasmas associated with leaf yellows and declining disease of garlic and onion in India. Indian Phytopathology, 70(3): 368-372
2517	16SrIX	plant	Amaryllidaceae	Allium cepa	India	Goel et al 2017	Goel, S., Priya, M., Thorat, V., Yadav, A., Rao, G.P. 2017. Identification and characterization of 16SrIX and 16SrXI groups of phytoplasmas associated with leaf yellows and declining disease of garlic and onion in India. Indian Phytopathology, 70(3): 368-372
2518	16SrXI	plant	Amaryllidaceae	Allium sativum	India	Goel et al 2017	Goel, S., Priya, M., Thorat, V., Yadav, A., Rao, G.P. 2017. Identification and characterization of 16SrIX and 16SrXI groups of phytoplasmas associated with leaf yellows and declining disease of garlic and onion in India. Indian Phytopathology, 70(3): 368-372
2519	16SrVI	plant	Apiaceae	Apium graveolens	India	Gopala et al 2016	Gopala, K.E., Rao, A., Priya, M., Rao, G.P. 2016. Detection and molucular identification of clover proliferation phytoplasma group (16SrVI) associated with vegetables crops in Delhi, India. In: Delhi Chapter Meeting & National Symposium on Phytopathogenic Mollicutes: Indian scenario of diagnosis, epidemiology and disease management. P. 29, December 17, IARI, New Delhi, India
2520	16SrII	plant	Brassicaceae	Brassica oleracea	India	unpublished	unpublished
2521	16SrVI D	plant	Brassicaceae	Brassica oleracea	India	Gopala et al 2016	Gopala, K.E., Rao, A., Priya, M., Rao, G.P. 2016. Detection and molucular identification of clover proliferation phytoplasma group (16SrVI) associated with vegetables crops in Delhi, India. In: Delhi Chapter Meeting & National Symposium on Phytopathogenic Mollicutes: Indian scenario of diagnosis, epidemiology and disease management. P. 29, December 17, IARI, New Delhi, India
2522	16SrI	plant	Cucurbitaceae	Cucurbita pepo	India	Gopala et al 2016	Gopala, K.E., Rao, A., Priya, M., Rao, G.P. 2016. Detection and molucular identification of clover proliferation phytoplasma group (16SrVI) associated with vegetables crops in Delhi, India. In: Delhi Chapter Meeting & National Symposium on Phytopathogenic Mollicutes: Indian scenario of diagnosis, epidemiology and disease management. P. 29, December 17, IARI, New Delhi, India
2523	16SrII D	plant	Fabaceae	Lablab purpureus	India	Naik et al 2015	Naik, D.V.K., Reddy, B.V.B., Rani, S., Prasanthi, L.R., Sarada, J., Shareef, S.M., Giridhara, K.T. 2015. Association of a 16SrII 'Candidatus Phytoplasma aurantifolia' isolate with bud proliferation disease of Lablab purpureus (lablab bean) in India. New Disease Reports, 36: 31
2524	16SrI	plant	Cucurbitaceae	Lagenaria sineria	India	unpublished	unpublished
2525	16SrI	plant	Cucurbitaceae	Luffa cylindrica	India	unpublished	unpublished
2526	16SrI	plant	Cucurbitaceae	Momordica charantia	India	Venkataravanappa et al 2017	Venkataravanappa, V., Reddy, N., Lakshminarayana Reddy, C., Swarnalatha, P., Subbanna Shankarappa, K., Krishna, R.M. 2017. Detection and characterization of ‘Candidatus Phytoplasma asteris’ associated with little leaf disease of bitter gourd from India by 16S rRNA phylogenetic and RFLP (in vitroand virtual) analysis. Archives of Biological Sciences, 69(4): 707-714
2527	16SrII D	plant	Solanaceae	Solanum lycopersicum	India	Swarnalatha & Reddy 2014	Swarnalatha, P., Reddy, M.K. 2014. Duplex PCR for simultaneous detection of begomovirus and phytoplasma from naturally infected tomato. Pest Management in Horticultural Ecosystems, 20(1): 59-68
2528	16SrI	plant	Solanaceae	Solanum tuberosum	India	Tiwari et al 2013	Tiwari, A.K., Iqbal, A., Khan, M.S., Chun, S.C., Madhupriya 2013. Molecular identification of ‘Ca. P. asteris’ associated with little leaf disease of potato in India. Journal of Plant Pathology, 95(3): 659-668
2529	16SrI B	plant	Fabaceae	Cajanus cajan	India	Raj et al 2008	Raj, S.K., Khan, M.S., Snehi, S.K., Kumar, S., Mall, S., Rao, G.P. 2008. First finding of ‘Candidatus Phytoplasmaasteris’ (16SrI) from Parthenium hysterophorus L. showing symptoms of virescence and witches broom in India. Australasian Plant Disease Note, 3: 44-45
2530	16SrIX C	plant	Fabaceae	Cajanus cajan	India	Rao et al 2017d	Rao, G.P., Madhupriya, Kumar, M., Tomar, S., Maya, B., Singh, S.K., Johnson, J.M. 2017d. Detection and identification of four 16Sr subgroups of phytoplasmas associated with different legume crops in India. European Journal of Plant Pathology, 150(2): 507-513
2531	16SrII D	plant	Fabaceae	Cicer arietinum	India	unpublished	unpublished
2532	16SrVI D	plant	Fabaceae	Lens culinaris	India	Rao et al 2017d	Rao, G.P., Madhupriya, Kumar, M., Tomar, S., Maya, B., Singh, S.K., Johnson, J.M. 2017d. Detection and identification of four 16Sr subgroups of phytoplasmas associated with different legume crops in India. European Journal of Plant Pathology, 150(2): 507-513
2533	16SrII D	plant	Fabaceae	Vigna mungo	India	Reddy et al 2014	Reddy, B.V.B., Prasanthi, L., Sarada, J.R., Saisruthi, V., Shareef, S.M., Giridhara, K.T. 2014. First report of ‘Candidatus Phytoplasma aurantifolia’ associated with phyllody of blackgram in India. New Disease Reports, 30: 25
2534	16SrXIV A	plant	Fabaceae	Vigna unguiculata	India	Rao et al 2017d	Rao, G.P., Madhupriya, Kumar, M., Tomar, S., Maya, B., Singh, S.K., Johnson, J.M. 2017d. Detection and identification of four 16Sr subgroups of phytoplasmas associated with different legume crops in India. European Journal of Plant Pathology, 150(2): 507-513
2535	16SrII	plant	Fabaceae	Vigna unguiculata	India	unpublished	unpublished
2536	16SrI	plant	Fabaceae	Vigna unguiculata	India	Thorat et al 2016a	Thorat, V., Bhale, U., Sawant, V., More, V., Jadhav, P., Mane, S.S., Nandanwar, R.S., Tripathi, S., Yadav, A. 2016a. Alternative weed hosts harbors 16SrII group phytoplasmas associated with little leaf and witches' broom diseases of various crops in India. Phytopathogenic Mollicutes, 6(1): 50-55
2537	16SrII D	plant	Apocynaceae	Adenium obesum	India	Raj et al 2007b	Raj, S.K., Khan, M.S., Snehi, S.K. 2007b. Association of ‘Candidatus Phytoplasma asteris’ with little leaf disease of desert rose. Plant Pathology, 56: 1040
2538	16SrVI D	plant	Apocynaceae	Allamanda cathartica	India	Khasa et al 2016	Khasa, E., Taloh, A., Prabha, T., Rao, G.P. 2016. Molecular characterization of phytoplasmas of clover proliferation group associated with three ornamental plant species in India. 3 Biotech, 6: 237
2539	16SrI	plant	Alstroemeriaceae	Alstroemeria psittacina	India	Singh et al 2011	Singh, M., Chatuvedi, Y., Tiwari, A.K., Rao, G.P., Snehi, S.K., Raj, S.K., Khan, M.S. 2011. Diversity among phytoplasmas infecting ornamental plants grown in India. Bulletin of Insectology, 64(Supplement): S69-S70
2540	16SrII	plant	Amaranthaceae	Amaranthus sp.	India	Arocha et al 2009	Arocha, Y., Singh, A., Pandey, M., Tripathi, A.N., Chandra, B., Shukla, S.K., Singh, Y., Kumar, A., Srivastava, R.K., Zaidi, N.W., Arif, M., Narwal, S., Tewari, A.K., Gupta, M.K., Nath, P.D., Rabindran, R., Khirbat, S.K., Byadgi, A.S., Singh, G., Boa, E. 2009. New plant hosts for group 16SrII, ‘Candidatus Phytoplasma aurantifolia’, in India. New Disease Reports, 17: 36
2541	16SrI	plant	Asteraceae	Brachyscome sp.	India	Rao & Khurana 2013b	Rao, G.P., Khurana, S.M.P. 2013b. ‘Candidatus Phytoplasma asteris’ association with leaf yellows and witches broom symptoms of Brachycome species in India. Phytopathogenic Mollicutes, 3: 91-94
2542	16SrII D	plant	Asteraceae	Callistephus chinensis	India	Mahadevakumar et al 2016	Mahadevakumar, S., Thorat, V., Yadav, V., Yadav, A., Janardhana, G.R. 2016. First Report on the Occurrence of ‘Candidatus Phytoplasma aurantifolia’ (16SrII-D) Associated With Virescence and Phyllody Disease of China Aster in India. Plant Disease, 101(1): 241
2543	16SrIX C	plant	Aizoaceae	Carpobrotus edulis	India	Shukla et al 2014	Shukla, K., Madhupriya, Dubey, D., Upadhyaya, P.P., Rao, G.P. 2014. Association of pigeon pea witches’ broom phytoplasma infecting Carpobrotus edulis (L.) N.E. Br in India. Phytopathogenic Mollicutes, 4: 27-32
2544	16SrI B	plant	Apocynaceae	Catharanthus roseus	India	Chaturvedi et al 2009a	Chaturvedi, Y., Tiwari, A.K., Upadhyaya, P.P., Prabhuji, S.K., Rao, G.P. 2009a. Association of ‘Candidatus phytoplasma asteris’ with little leaf and phyllody disease of Catharanthus roseus in Eastern Uttar Pradesh, India. Medicinal Plants, 1: 103–108
2545	16SrI C	plant	Apocynaceae	Catharanthus roseus	India	Chaturvedi et al 2009a	Chaturvedi, Y., Tiwari, A.K., Upadhyaya, P.P., Prabhuji, S.K., Rao, G.P. 2009a. Association of ‘Candidatus phytoplasma asteris’ with little leaf and phyllody disease of Catharanthus roseus in Eastern Uttar Pradesh, India. Medicinal Plants, 1: 103–108
2546	16SrI B	plant	Amaranthaceae	Celosia argentea	India	unpublished	unpublished
2547	16SrII D	plant	Amaranthaceae	Celosia argentea	India	unpublished	unpublished
